url,tipo,nome_popular,nome_cientifico,ordem,familia,origem,alimentacao,sociabilidade,ph,ph_min,ph_max,temperatura_ideal,temp_min_c,temp_max_c,expectativa_vida,manutencao,tamanho_adulto,iluminacao,co2,crescimento,posicionamento,companheiros_sugeridos,imagem_principal_url,imagens_galeria,raw_description_snippet
https://www.kauar.com.br/peixes-agua-doce/ciclideos-americanos/cichlasoma-green-terror,peixe_ou_camarao,Cichlasoma Green Terror,,,,,,,7.0 a 8.0,7.0,8.0,15 a 20,15.0,20.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/cichlasoma_green_terror_1557_1_20201211001323.jpg,,"CICHLASOMA GREEN TERROR
PEIXES DE AQUÁRIO
PEIXES ORNAMENTAIS
Origem:
América do Sul.
Características:
os ciclídeos são peixes ornamentais de cores vibrantes, com características muito territorialistas e agressivas. São peixes que se movimentam bastante em seu aquário, justamente porque tentam demarcar eu território obstinadamente. Este é o caso do Terror Green que
possui expectativa de vida de 5 anos.
Comportamento e c
oabitação com outras espécies
:
o Terror Green é um peixe territorialista e bastante temperamental. Costuma viver em haréns e o ideal é manter 1 macho com 3 a 6 fêmeas  da espéc"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-americanos/ciclassoma-salvini-trichromis-salvini,peixe_ou_camarao,Ciclídeo Salvini,Trichromis salvini,,,,,,7.0 a 8.0,7.0,8.0,22ºC a 30ºC,22.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/ciclideo_salvini_trichromis_salvini_1019_1_20201211001323.jpg,,"Ciclassoma Salvini
Trichromis salvini
Peixes de Aquário
Peixes Ornamentais
Origem:
América do Norte e Central
Características:
os ciclídeos são peixes ornamentais de cores vibrantes, com características muito territorialistas e agressivas. São peixes que se movimentam bastante em seu aquário, justamente porque tentam demarcar eu território obstinadamente. .
Comportamento e c
oabitação com outras espécies
:
o Ciclassoma Salvini é um peixe territorialista e bastante temperamental. É ideal também que os novos peixes sejam colocados no aquário simultaneamente, em grupo, para evitar que sejam agred"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-americanos/curviceps-laetacara-curviceps,peixe_ou_camarao,Curviceps,Laetacara curviceps,,,,,,7.0 a 8.0,7.0,8.0,22ºC a 30ºC,22.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/curviceps_laetacara_curviceps_1039_1_cdfefe3b1c0cb144b8f34e1ba66d61e4.jpg,,"Curviceps
Peixes de Aquário
Peixes Ornamentais
Origem:
América do Sul
Características:
os ciclídeos são peixes ornamentais de cores vibrantes, com características muito territorialistas e agressivas. São peixes que se movimentam bastante em seu aquário, justamente porque tentam demarcar eu território obstinadamente. Este é o caso do Curviceps, esse ciclídeo possui expectativa de vida de 5 anos.
Comportamento e c
oabitação com outras espécies
:
o Curviceps é um peixe territorialista e bastante temperamental. Costuma viver em haréns e o ideal é manter 1 macho com 3 a 6 fêmeas  da espécie para au"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-americanos/discos-selvagens/acara-disco-heckel-symphysodon-discus-14-a-16cm,peixe_ou_camarao,Acará Disco  Heckel,Symphysodon discus,,,,,,"6,5 a 7,5",6.5,7.5,28ºC  a 30ºC,28.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/acara_disco_heckel_symphysodon_discus_14_a_16cm_1871_1_99ae95a27f8997897baea11cf73af93f.jpg,,"Acará Disco Heckel (Symphysodon discus)
O
Acará Disco Heckel
é nativo de igarapés, rios e lagos da região amazônica. Além de muito bela e exótica,  devido ao formato do seu corpo, é uma das espécies de peixes mais apreciadas em diversos países do mundo, Aqui no Brasil, as variantes selvagens ainda não possuem o status que atingiram em diversos países do mundo, onde são mais apreciadas do que a variantes hibridas. A espécie acará disco,  Symphysodon discus, não é recomendada para aquaristas iniciantes, pois requer uma qualidade de água muito boa e com parâmetros estáveis devido ao seu porte e c"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-americanos/discos-selvagens/acara-disco-selvagem-green-spotted-14-a-16-cm,peixe_ou_camarao,Acará Disco Selvagem Green Red Spotted,,,,,,,"6,5 a 7,5",6.5,7.5,28ºC  a 30ºC,28.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/acara_disco_selvagem_green_red_spotted_14_a_16_cm_1869_1_7a5771df255c441e7bd54765b966438f.jpg,,"Acará Disco Green Red Spotted (Symphysodon discus)
O
Acará Disco Green Red Spotted
é nativo de igarapés, rios e lagos da região amazônica. Além de muito bela e exótica,  devido ao formato do seu corpo, é uma das espécies de peixes mais apreciadas em diversos países do mundo, Aqui no Brasil, as variantes selvagens ainda não possuem o status que atingiram em diversos países do mundo, onde são mais apreciadas do que a variantes hibridas. A espécie acará disco,  Symphysodon discus, não é recomendada para aquaristas iniciantes, pois requer uma qualidade de água muito boa e com parâmetros estáveis d"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-americanos/discos-selvagens/acara-disco-selvagem-orange-nhamunda-14-a-16-cm-symphysodon-aequifasciatus,peixe_ou_camarao,Acará Disco Selvagem Orange Nhamunda,Symphysodon Aequifasciatus,,,,,,"6,5 a 7,5",6.5,7.5,28ºC  a 30ºC,28.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/acara_disco_selvagem_orange_nhamunda_14_a_16_cm_symphysodon_aequifasciatus_1863_1_e06243ac0ab26cdcb31b7ce4bd00f386.jpg,,"Acará Orange Nhamundá (Symphysodon discus)
O
Acará Disco Red Nhamundá
é nativo de igarapés, rios e lagos da região amazônica. Além de muito bela e exótica,  devido ao formato do seu corpo, é uma das espécies de peixes mais apreciadas em diversos países do mundo, Aqui no Brasil, as variantes selvagens ainda não possuem o status que atingiram em diversos países do mundo, onde são mais apreciadas do que a variantes hibridas. A espécie acará disco,  Symphysodon discus, não é recomendada para aquaristas iniciantes, pois requer uma qualidade de água muito boa e com parâmetros estáveis devido ao seu "
https://www.kauar.com.br/peixes-agua-doce/ciclideos-americanos/texas-blue-ciclideo-americano,peixe_ou_camarao,Texas Blue,Ciclídeo Americano,,,,,,7.0 a 9.0,7.0,9.0,18ºC a 33ºC,18.0,33.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/texas_blue_5_a_8_cm_ciclideo_americano_1159_1_2e9c0a43d5c843fd3d4afb9c16c8d4a5.jpg,,"Texas Blue
Peixes de Aquário
Peixes Ornamentais
Origem:
América do Norte e Central
Características:
os ciclídeos são peixes ornamentais de cores vibrantes, com características muito territorialistas e agressivas. São peixes que se movimentam bastante em seu aquário, justamente porque tentam demarcar eu território obstinadamente.
Comportamento e c
oabitação com outras espécies
:
o Texas Blue é um peixe territorialista e bastante temperamental. Costuma viver em haréns e o ideal é manter 1 macho com 3 a 6 fêmeas  da espécie para auxiliar na boa convivência. É ideal também que os novos peixes seja"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-americanos/uaru-uaru-amphiacanthoides,peixe_ou_camarao,Uaru,Uaru amphiacanthoides,,,,,,5.0 e 7.5,5.0,7.5,26ºC e 38ºC,26.0,38.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/uaru_uaru_amphiacanthoides_1561_1_20201214142122.jpg,,"O Uaru é um peixe ornamental de aquário de água-doce, pacífico, natural da América do Sul. Bacia amazônica e bacia do Rio Negro
. Entre os peixes ornamentais, é um peixe de fácil aclimatação e cuidados. Viverá muito bem em um aquário com PH levemente ácido a neutro (PH entre 5.0 e 7.5).
Quer saber mais sobre o Uaru e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em seu aquário? Continue com a Kauar!
ORIGEM, COMPORTAMENTO E CONVÍVIO DO UARU
O Uaru é um peixe ornamental natural da América do Sul, curioso e"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-anoes/apistogramma-agassizi-orange,peixe_ou_camarao,Apistogramma Cacatuoides Double Orange,Apistograma Orange,,,,,,"5,5 a 6,8",5.5,6.8,24 a 29 ° C,24.0,29.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/apistogramma_cacatuoides_double_orange_apistograma_agassizi_orange_1031_1_4b31222c7cb9979980c66291ffcfe0d5.jpg,,"APISTOGRAMMA Cacatuoides AGASSIZI Orange
PEIXES DE AQUÁRIO
PEIXES ORNAMENTAIS
ORIGEM:
AMÉRICA DO SUL
Características:
pertencente ao gênero Ciclídeos, os apistogramas, como o Apistogramma Agassizi Orange, também chamado de Aggie são popularmente conhecidos como Ciclídeos Anões Sul-Americanos. Podem ser encontrados em vários países da América do Sul. Os peixes desta espécie podem variar seu tamanho entre 2,5 cm a 11,5 cm.
Comportamento e convivência com outras espécies:
essa espécie é calma e reservada, tende a eleger seus pontos favoritos no aquário e defendê-lo de outros peixes. Os apistogram"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-anoes/apistogramma-cacatuoides-double-red,peixe_ou_camarao,Apistogramma Cacatuoides Double Red,,,,América do Sul (Brasil e Colômbia),,,"5,5 a 6,8",5.5,6.8,24 a 29 ° C,24.0,29.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/apistogramma_cacatuoides_double_red_1033_1_3f13b15b4ac2380a5d07e9b3aab83312.jpg,,"Apistogramma Cacatuoides Double Red
Peixes de Água Doce
Peixes de Aquário
Origem: América do Sul (Brasil e Colômbia).
Características:
pertencente ao gênero Ciclídeos, os Apistogrammas são popularmente conhecidos como Ciclídeos Anões Sul-Americanos. Podem ser encontrados em vários países da América do Sul. O Apistogramma Cacatuoides Double Red tem expectativa de vida é de 3 a 5 anos. Apesar do tamanho, é um peixe ornamental de água doce de visual muito marcante, com nadadeiras bem coloridas, com nuances de laranja e preto.
Comportamento e convivência com outras espécies:
essa espécie é calma e"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-anoes/apistogramma-xadrezinha-2-a-3-cm-dicrossus-filamentosus,peixe_ou_camarao,Xadrezinho,Dicrossus filamentosus,,,,,,"5,5 a 6,8",5.5,6.8,24 a 29 ° C,24.0,29.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/apistogramma_xadrezinho_2_a_3_cm_dicrossus_filamentosus_1713_1_5b4d1ffdae50fd5fd9e5ed620d1cc8d6.jpg,,"Apistogramma Xadrezinho
Peixes de Aquário
Peixes Ornamentais
Origem:
América do Sul
Características:
o
Xadrezinho, nome que lhe foi dado devido a disposição de suas manchas pretas pelo corpo, é um peixe muito bonito. Quando adulto e bem ambientado ao aquário, apresenta tons de azul e vermelho nas nadadeiras, principalmente na caudal que desenvolve longos filamentos, daí muitas pessoas o chamarem de Xadrezinho
Comportamento e convivência com outras espécies:
essa espécie é calma e reservada, tende a eleger seus pontos favoritos no aquário e defendê-lo de outros peixes. Os apistogramas convivem "
https://www.kauar.com.br/peixes-agua-doce/ciclideos-anoes/beijador,peixe_ou_camarao,Beijador,Helostoma temminkii,,,,,,6.4 a 7 e temperatura de 22°C a 28°C,6.4,7.0,22°C a 28°C,22.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/beijador_helostoma_temminkii_4_cm_a_6_cm_1755_1_b8f65f2dc58575f00657800401d22671.jpg,,"Beijador | Helostoma temminkii
Peixes de Aquário
Peixes Ornamentais
Origem:
Ásia
Características:
o Beijador é um peixe muito querido no aquarismo brasileiro e mundial. Ele é famoso pelo movimento constante da sua boca que, realmente, parece um beijo e, claro, que seu nome popular foi inspirador nessa característica. No ambiente natural, habita áreas de várzea, lagoas e campos, com muita vegetação submersa.
Ambientação do aquário:
os beijadores ficarão felizes em um aquário plantado com um filtro que apresente pouca perturbação da água.
Parâmetros da água:
o Beijador vai apreciar um PH levemen"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-anoes/kribensis-pelvicachromis-pulcher,peixe_ou_camarao,Kribensis,Pelvicachromis pulcher,,,,,,6.,6.0,6.0,22°C a 28°C,22.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/kribensis_pelvicachromis_pulcher_1545_1_907d039e04531be21f599273e1a0f418.jpg,,"KRIBENSIS
PEIXES DE ÁGUA DOCE
PEIXES DE AQUÁRIO
Origem
:
África.
Características:
o Kribensis é um ciclídeo anão muito pacífico, sendo um dos ciclídeos mais comuns e populares do aquarismo. De apelido ""Krib"" este peixinho é uma ótima opção para aquaristas iniciantes.
Comportamento e convivência com outras espécies:
o Kribensis é um ciclídeo anão muito pacífico com outras espécies de peixes, mas que pode se tornar territorial e agressivo frente a outros ciclídeos de mesmo porte. Esta situação pode ser facilmente contornada os mantendo em aquário de grande porte onde cada um poderá demarcar seu "
https://www.kauar.com.br/peixes-agua-doce/ciclideos-anoes/papilochromis-mikrogeophagus-altispinosus,peixe_ou_camarao,Papilochromis,Mikrogeophagus altispinosus,,,,,,6.,6.0,6.0,22°C a 28°C,22.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/papilochromis_mikrogeophagus_altispinosus_1541_1_9d69ed2f3f57b1129d63428f0a81f0a0.jpg,,"PAPILOCHROMIS
PEIXES DE ÁGUA DOCE
PEIXES DE AQUÁRIO
Origem
:
América do Sul (Bacias do Rio Mamoré e Guaporé).
Características:
o Papilochromis é um ciclídeo anão muito pacífico, de cores chamativas amarelo e vermelho, sua característica principal se dá pela listra ao redor de seu olho, dando um charme especial ao pequeno peixe.
Comportamento e convivência com outras espécies:
o Papilochromis é um ciclídeo anão muito pacífico com outras espécies de peixes, mas que pode se tornar territorial e agressivo frente a outros ciclídeos de mesmo porte. Esta situação pode ser facilmente contornada os man"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-anoes/ramirezi-azul-balao-3-a-4-cm-mikrogeophagus-ramirezi,peixe_ou_camarao,Ramirezi Azul balão,Mikrogeophagus ramirezi,,,,,,"5,0 a 7,0",5.0,7.0,26ºC e 30ºC,26.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/ramirezi_azul_balao_3_a_4_cm_mikrogeophagus_ramirezi_1902_1_55783d416d088614eaa12f13743902ef.jpg,,"Ramirezi, também conhecido como Papiliochromis Ramirezi, Apistogramma Ramirezi ou Microgeophagus Ramirezi,  é encontrado em regiões com vasta vegetação submersa e raízes na América do Sul, podendo chegar a viver por 6 anos. São peixes ornamentais pacíficos e tímidos, que vivem bem acompanhando de outros peixes em aquários.
Quer saber mais sobre o Ramirezi e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em seu aquário? Continue com a Kauar!
ORIGEM, COMPORTAMENTO E CONVÍVIO DO RAMIREZI
Os Ramirezis são ori"
https://www.kauar.com.br/peixes-agua-doce/ciclideos-anoes/ramirezi-comum-mikrogeophagus-ramirezi,peixe_ou_camarao,Ramirezi Comum,Mikrogeophagus ramirezi,,,,,,"5,0 a 7,0",5.0,7.0,26ºC e 30ºC,26.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/ramirezi_comum_2_5_a_3_cm_mikrogeophagus_ramirezi_1637_1_f8ddbe11aed6aba0df96f8f29aaac538.jpg,,"Ramirezi, também conhecido como Papiliochromis Ramirezi, Apistogramma Ramirezi ou Microgeophagus Ramirezi,  é encontrado em regiões com vasta vegetação submersa e raízes na América do Sul, podendo chegar a viver por 6 anos. São peixes ornamentais pacíficos e tímidos, que vivem bem acompanhando de outros peixes em aquários.
Quer saber mais sobre o Ramirezi e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em seu aquário? Continue com a Kauar!
ORIGEM, COMPORTAMENTO E CONVÍVIO DO RAMIREZI
Os Ramirezis são ori"
https://www.kauar.com.br/peixes-agua-doce/colisa-mel-4-a-5-cm-trichogaster-chuna,peixe_ou_camarao,Colisa Mel,Trichogaster Chuna,,,,,,6.0 e 8.0,6.0,8.0,22°C - 28°C,22.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/colisa_mel_4_a_5_cm_trichogaster_chuna_1837_1_9d2a21ae5b1d0d88369d681eb0f4b039.jpg,,"O Colisa Mel é um peixe ornamental de aquário de água-doce, pacífico, natural da
índia e Bangladesh
. Entre os peixes ornamentais, é um peixe de fácil aclimatação e cuidados. Viverá muito bem em um aquário com PH entre 6.0 e 8.0, temperatura entre
22°C - 28°C.
Quer saber mais sobre o Colisa Mel e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em seu aquário? Continue com a Kauar!
ORIGEM, COMPORTAMENTO E CONVÍVIO DO COLISA MEL
PARÂMETROS DA ÁGUA PARA O COLISA MEL
Mantenha a temperatura por volta de 22ºC e "
https://www.kauar.com.br/peixes-agua-doce/colisa-sangue-4-a-5-cm-trichogaster-lalius,peixe_ou_camarao,Colisa Sangue,Trichogaster lalius,,,,,,6.0 e 8.0,6.0,8.0,22°C - 28°C,22.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/colisa_sangue_4_a_5_cm_trichogaster_lalius_1849_1_44868eeefa42a4f8f5d784c7ef0a65f3.jpg,,"O Colisa Sangue  é um peixe ornamental de aquário de água-doce, pacífico, natural da
índia e Bangladesh
. Entre os peixes ornamentais, é um peixe de fácil aclimatação e cuidados. Viverá muito bem em um aquário com PH entre 6.0 e 8.0, temperatura entre
22°C - 28°C.
Quer saber mais sobre o Colisa Sangue e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em seu aquário? Continue com a Kauar!
ORIGEM, COMPORTAMENTO E CONVÍVIO DO COLISA SANGUE
PARÂMETROS DA ÁGUA PARA O COLISA SANGUE
Mantenha a temperatura por vol"
https://www.kauar.com.br/peixes-agua-doce/comedores-de-algas/caramujo-red-ramshorn-2-5-cm,peixe_ou_camarao,Caramujo Red Ramshorn,Planorbarius corneus,,,,,,7.0 a 8.0,7.0,8.0,24ºC a 28ºC,24.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/caramujo_red_ramshorn_2_5_cm_1695_1_3dbfaf1ebba8233c1ca1c1f3254f438c.jpg,,"caramujo red ramshorn: ele não pode faltar no seu jardim aquático!
Os caramujos da espécie Red Ramshorn (Planorbis corneus) são ótimos para qualquer tipo de aquário. Eles se alimentam de algas e sobras de comida que ficam no aquário. Além disso, são um indicador especial de qualidade da água.
São animais muito pacíficos e nada tímidos. Passarão boa parte do tempo andando pelos elementos de decoração do aquário, como plantas, substrato e vidros. Como dito anteriormente, essa espécie é um bom sinal de qualidade da água. Caso estejam todos na superfície, é porque a água está com pouca oxigenação "
https://www.kauar.com.br/peixes-agua-doce/comedores-de-algas/curbicula-azul-pomacea-bridgesii,peixe_ou_camarao,Curbicula Azul,Pomacea bridgesii,,,,,,"7,0 a 8,0",7.0,8.0,24 a 28,24.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/curbicula_azul_pomacea_bridgesii_1873_1_a55901119c99f60b3398a2a85a0e561b.jpg,,"Curbicula Azul | Pomacea Bridgesii
Peixe ornamental
Peixe de aquário
Origem:
encontrado nas regiões da América do Sul.
Características:
A curbicula Pomacea bridgesi é o caramujo mais conhecido entre os aquaristas, principalmente pelo seu tamanho, mas também por sua coloração Azulada e a sua voracidade quando se trata de algas.
Comportamento e Coabitação com outras espécies:
Os curbiculas, popularmente conhecido como caramujos são animais pacíficos, podem ser facilmente mantidos em aquários comunitários, desde que com possua companhias compatíveis.
Ambientação do aquário:
O aquário ideal deve p"
https://www.kauar.com.br/peixes-agua-doce/comedores-de-algas/curbicula-rosa-pomacea-bridgesii,peixe_ou_camarao,Curbicula Rosa,Pomacea bridgesii,,,,,,"7,0 a 8,0",7.0,8.0,24 a 28,24.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/curbicula_rosa_pomacea_bridgesii_1909_1_b258388cdad18e92d430ae7cdcd025b6.jpg,,"Curbicula | Pomacea Bridgesii
Peixe ornamental
Peixe de aquário
Origem:
encontrado nas regiões da América do Sul.
Características:
A curbicula Pomacea bridgesi é o caramujo mais conhecido entre os aquaristas, principalmente pelo seu tamanho, mas também por sua coloração chamativa, e a sua voracidade quando se trata de algas.
Comportamento e Coabitação com outras espécies:
Os curbiculas, popularmente conhecido como caramujos são animais pacíficos, podem ser facilmente mantidos em aquários comunitários, desde que com possua companhias compatíveis.
Ambientação do aquário:
O aquário ideal deve pos"
https://www.kauar.com.br/peixes-agua-doce/comedores-de-algas/limpa-vidro-de-cauda-vermelha-parotocinclus-maculicauda,peixe_ou_camarao,"Nano Cascudo  ""Limpa-Vidro"" de Cauda Vermelha",Parotocinclus maculicauda,,,,,,"6,5 a 7,5",6.5,7.5,20 a 24,20.0,24.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/peixe_limpa_vidro_de_cauda_vermelha_parotocinclus_maculicauda_1097_1_3e6069e9f63904296bd25d53f9711d9f.jpg,,"""Nano Cascudo"" Limpa-vidro de Cauda Vermelha
Peixe ornamental
Peixe de aquário
Origem:
encontrado na região da América do Sul.
Características:
O limpa-vidro é um peixe ornamental longo e fino com placas ósseas que se sobrepõem substituindo as escamas, sua cabeça é plana e termina com uma boca em forma de ventosa. Os raios duros presente em suas nadadeiras peitorais e dorsal servem como defesa contra predadores
Comportamento e Coabitação com outras espécies:
esse peixinho de aquário é tímido e pacífico deve ser mantido em um grupo de pelo menos seis indivíduos para que se sintam mais seguros e"
https://www.kauar.com.br/peixes-agua-doce/comedores-de-algas/limpa-vidro-otocinclus-affinis,peixe_ou_camarao,Limpa vidro,Otocinclus Affinis,,,,,,"6,5 a 7,5",6.5,7.5,20 a 24,20.0,24.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/limpa_vidro_2_5_a_3_cm_otocinclus_affinis_1093_1_d8777f0a30b7fb6614a3f3c631237821.png,,"Limpa-vidro
Peixe ornamental
Peixe de aquário
Origem:
encontrado na região da América do Sul.
Características:
O limpa-vidro é um peixe ornamental longo e fino com placas ósseas que se sobrepõem substituindo as escamas, sua cabeça é plana e termina com uma boca em forma de ventosa. Os raios duros presente em suas nadadeiras peitorais e dorsal servem como defesa contra predadores
Comportamento e Coabitação com outras espécies:
esse peixinho de aquário é tímido e pacífico deve ser mantido em um grupo de pelo menos seis indivíduos para que se sintam mais seguros e mostrem seu comportamento natura"
https://www.kauar.com.br/peixes-agua-doce/coridora-adolfoi,peixe_ou_camarao,Coridora Adolfoi,Corydoras adolfoi,,Callichthyidae (Calictídeos),"América do Sul, bacia do Rio Negro no Brasil",,,5.0 a 7.4,5.0,7.4,22°C a 28°C,22.0,28.0,10 anos,,6 cm (comum: 4 cm),,,,,Tetras; Cascudos; Rásboras; Nano Cascudos; Peixes Comedores de Alga e muitos outros,https://images.tcdn.com.br/img/img_prod/749804/coridora_adolfoi_corydoras_adolfoi_2_a_3_cm_1647_1_cd35c87a4ac7831987929669799d5c7e.jpg,,"Coridora Adolfoi (Corydoras Adolfoi)
Nome Popular: Corydora Adolfoi
Espécie: Corydoras adolfoi
Família: Callichthyidae (Calictídeos)
Origem: América do Sul, bacia do Rio Negro no Brasil
Tamanho Adulto: 6 cm (comum: 4 cm)
Expectativa de Vida: 10 anos
Temperatura: 22°C a 28°C
pH: 5.0 a 7.4
Dureza: 2 a 15
A Coridora Adolfoi está entre os peixes ornamentais de aquário mais famosos do mundo. Seu visual é clássico e inconfundível. Esta cori tem uma legião de fãs, que se encantam com seus rostinho mascarado e suas marcações nas cores laranja e preta. Como outras da sua espécie, a Coridora Adolfoi é c"
https://www.kauar.com.br/peixes-agua-doce/coridora-agassizi,peixe_ou_camarao,Coridora Agassizi,Corydoras  agassizi,,Callichthyidae,,,,6.0 a 7,6.0,7.0,22ºC a 26ºC,22.0,26.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/coridora_agassizi_corydora_agassizi_1037_1_55029f4212894838091b6f5c9547fe42.jpg,,"Coridora Agassizii (Corydoras agassizii)
Nome popular: Coridora Agassizii
Espécie: Corydoras agassizii
Família: Callichthyidae
Distribuição: Bacia do Rio Amazonas na América do Sul
pH: 6.0 a 7
Dureza da água: Mole
Temperatura: 22ºC a 26ºC
As coridoras, como a Coridora Agassizi, são muito pacíficas, peixes dóceis que convivem bem com outras espécies.
Aqui na Kauar você encontra várias espécies de peixes  que são ótimas companheiras de aquário para as
coridoras.
Na natureza, preferem nadar em cardumes e podem ser encontradas em grupos de até 20 indivíduos.
Quer saber mais sobre as característica"
https://www.kauar.com.br/peixes-agua-doce/coridora-azul,peixe_ou_camarao,Coridora Azul,Corydoras nattereri,,,,,,6.0 a 7.6,6.0,7.6,18°C a 26°C,18.0,26.0,,,,,,,,Tetras; Cascudos; Rásboras; Nano Cascudos; Peixes Comedores de Alga e muitos outros,https://images.tcdn.com.br/img/img_prod/749804/coridora_azul_2_a_3_cm_corydoras_nattereri_1803_1_9a50719efde427e7a8ac45ba2b660307.jpg,,"CORIDORA AZUL (CORYDORAS NATTERERI)
A Coridora Azul se destaca por um marcação central preta sobre o corpo azulado, o que a torna muito bonita! Como outras da sua espécie, a Coridora Azul é conhecida também por sua capacidade de respirar e rastejar fora d´água por distâncias curtas.
Isso ocorre porque as várias espécies de coridoras, e isto inclui a Coridora Azul, podem respirar ar de forma facultativa por meio do intestino. O órgão é altamente vascularizado e evoluiu para facilitar a absorção de oxigênio atmosférico. Isso também facilita que a Coridora Azul possa sobreviver em águas de baixo "
https://www.kauar.com.br/peixes-agua-doce/coridora-kanei,peixe_ou_camarao,Coridora Kanei,,,,,,,6,6.0,6.0,22°C - 28°C,22.0,28.0,,,,,,,,Tetras; Cascudos; Rásboras; Nano Cascudos; Peixes Comedores de Alga e muitos outros,https://images.tcdn.com.br/img/img_prod/749804/coridora_kanei_2_cm_a_4_cm_1775_1_8fd0f518d8edfe4d3e7899b173578ae8.jpg,,"CORIDORA KANEI (CORYDORAS KANEI)
A Coridora Kanei possui uma máscara preta, pintinhas pretas no corpo que contrastam com nuances douradas. Como outras da sua espécie, a Coridora Kanei é conhecida também por sua capacidade de respirar e rastejar fora d´água por distâncias curtas.
Isso ocorre porque as várias espécies de coridoras, e isto inclui a Coridora Kanei, podem respirar ar de forma facultativa por meio do intestino. O órgão é altamente vascularizado e evoluiu para facilitar a absorção de oxigênio atmosférico. Isso também facilita que a Coridora Kanei possa sobreviver em águas de baixo ní"
https://www.kauar.com.br/peixes-agua-doce/coridora-schwartzi,peixe_ou_camarao,Coridora Schwartzi,Corydoras Schwartzi,,,,,,6,6.0,6.0,22°C - 26°C,22.0,26.0,,,,,,,,Tetras; Cascudos; Rásboras; Nano Cascudos; Peixes Comedores de Alga e muitos outros,https://images.tcdn.com.br/img/img_prod/749804/coridora_schwartzi_3_a_4_cm_corydoras_schwartzi_1823_1_1ae697fdfaf7c058d6b82264f2a46e09.jpg,,"CORIDORA SCHWARTZI (CORYDORAS SCHWARTZI)
As Coridoras Schwartzi são peixes de água-doce, muito sociáveis e cardumeiros. Convivem bem com outras espécies e amam a companhia de outras coridoras. O nome da Coridora Schwartzi possui inspiração alemã e não possui uma tradução literal, mas o significado gira em torno de algo como ""algo que é nosso e de grande estima"". E é isso mesmo que você vai sentir quando a Coridora Schwartzi integrar a sua fauna!
Como outras espécies de coridora, a
Coridora Schwartzi
é conhecida também por sua capacidade de respirar e rastejar fora d´água por distâncias curtas."
